"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.9","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met het zien bij verminderd contrast (bijv. wanneer letters niet zijn afgedrukt op een witte, maar op een grijze achtergrond)?","Do you have trouble seeing things at reduced contrast (e.g. letters that have not been printed on a white but on a grey background)?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.9","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met het zien bij verminderd contrast (bijv. wanneer letters niet zijn afgedrukt op een witte, maar op een grijze achtergrond)?","Do you have trouble seeing things at reduced contrast (e.g. letters that have not been printed on a white but on a grey background)?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.10","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Wordt u, meer dan vroeger, verblind door fel licht?","Are you more easily blinded by bright light than before?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.10","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Wordt u, meer dan vroeger, verblind door fel licht?","Are you more easily blinded by bright light than before?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.10","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Wordt u, meer dan vroeger, verblind door fel licht?","Are you more easily blinded by bright light than before?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.11","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u de indruk dat alles donkerder lijkt of heeft u meer behoefte aan licht dan vroeger?","Do you have the impression that everything looks darker or that you need more light than before?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.11","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u de indruk dat alles donkerder lijkt of heeft u meer behoefte aan licht dan vroeger?","Do you have the impression that everything looks darker or that you need more light than before?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.11","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u de indruk dat alles donkerder lijkt of heeft u meer behoefte aan licht dan vroeger?","Do you have the impression that everything looks darker or that you need more light than before?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.12","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met het wennen aan licht of donker?","Do you have difficulty adjusting to light or dark environments?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.12","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met het wennen aan licht of donker?","Do you have difficulty adjusting to light or dark environments?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.12","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met het wennen aan licht of donker?","Do you have difficulty adjusting to light or dark environments?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.13","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Ziet u wel eens dingen die anderen niet zien (denk bijv. aan flitsen, patronen, voorwerpen of dieren)?","Do you see things that others do not see (e.g. flashes of light, patterns, objects or animals)?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.13","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Ziet u wel eens dingen die anderen niet zien (denk bijv. aan flitsen, patronen, voorwerpen of dieren)?","Do you see things that others do not see (e.g. flashes of light, patterns, objects or animals)?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.13","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Ziet u wel eens dingen die anderen niet zien (denk bijv. aan flitsen, patronen, voorwerpen of dieren)?","Do you see things that others do not see (e.g. flashes of light, patterns, objects or animals)?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.14","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u de indruk dat u voorwerpen of gezichten anders waarneemt, bijvoorbeeld vervormd of met nabeelden?","Do you have the impression that you perceive objects or faces differently, for example, distorted or with afterimages?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.14","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u de indruk dat u voorwerpen of gezichten anders waarneemt, bijvoorbeeld vervormd of met nabeelden?","Do you have the impression that you perceive objects or faces differently, for example, distorted or with afterimages?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.14","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u de indruk dat u voorwerpen of gezichten anders waarneemt, bijvoorbeeld vervormd of met nabeelden?","Do you have the impression that you perceive objects or faces differently, for example, distorted or with afterimages?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.15","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u pijn aan uw ogen?","Are your eyes painful?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.15","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u pijn aan uw ogen?","Are your eyes painful?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.15","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u pijn aan uw ogen?","Are your eyes painful?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.16","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van droge ogen?","Are you bothered by dry eyes?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.16","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van droge ogen?","Are you bothered by dry eyes?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.16","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u last van droge ogen?","Are you bothered by dry eyes?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.17","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u het idee dat u meer tijd nodig hebt om dingen te zien?","Do you feel that you need more time to see things?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.17","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u het idee dat u meer tijd nodig hebt om dingen te zien?","Do you feel that you need more time to see things?",NA,"Soms","Sometimes",1
