"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","raw_resp"
"mturkddm_lexical","mturkddm_lexical_1","dencu","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","dencu","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","dendrite","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","dendrite","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","dendrite","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","dendrite","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","dennir","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","dennir","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","dennir","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","dennir","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","denote","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","denote","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","denote","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","denote","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","denounce","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","denounce","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","denounce","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","denounce","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","deodorize","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deodorize","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","deodorize","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deodorize","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","deory","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","deory","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","deory","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","deory","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","department","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","department","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","department","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","department","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","deplore","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deplore","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","deplore","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deplore","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","deport","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deport","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","deport","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deport","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","deprave","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deprave","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","deprave","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deprave","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","deride","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deride","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","deride","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deride","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","derision","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","derision","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","derision","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","derision","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","derivation","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","derivation","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","derivation","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","derivation","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","dermont","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","dermont","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","dermont","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","dermont","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","derogate","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","derogate","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","derogate","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","derogate","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","dert","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","dert","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","dert","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","dert","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","descend","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","descend","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","descend","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","descend","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","design","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","design","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","design","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","design","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","designate","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","designate","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","designate","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","designate","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","desire","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","desire","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","desire","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","desire","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","desist","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","desist","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","desist","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","desist","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","desolation","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","desolation","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","desolation","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","desolation","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","despite","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","despite","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","despite","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","despite","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","despotism","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","despotism","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","despotism","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","despotism","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","desrupt","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","desrupt","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","desrupt","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","desrupt","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","destrect","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","destrect","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","destrect","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","destrect","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","detach","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","detach","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_3","detach","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","detach","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","determine","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","determine","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","determine","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","determine","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","deubt","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","deubt","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","deubt","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","deubt","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","devasaan","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","devasaan","nonword","valid word",0,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","devasaan","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","devasaan","nonword","nonword",1,"key 2"
"mturkddm_lexical","mturkddm_lexical_2","developer","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","developer","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_2","developer","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Low-frequency word pool","developer","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_1","development","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","development","valid word","valid word",1,"key 1"
"mturkddm_lexical","mturkddm_lexical_1","development","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","High-frequency word pool","development","valid word","nonword",0,"key 2"
"mturkddm_lexical","mturkddm_lexical_3","deviate","Lexical decision task, Experiment 1 (Ratcliff & Hendrickson (2021), 'Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?', Behavior Research Methods 53:2302), deposit osf.io/za9y8","A letter string was presented and the participant decided whether it was a valid English word or a nonword, responding with key 1 for “valid word” and key 2 for “nonword”.","Very-low-frequency word pool","deviate","valid word","valid word",1,"key 1"
