"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas9","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I anxiously want the gut symptoms to go away.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas9","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I anxiously want the gut symptoms to go away.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas9","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I anxiously want the gut symptoms to go away.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas9","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I anxiously want the gut symptoms to go away.",NA,"Strongly Agree",5
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas10","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am quick to notice changes in the location or extent of my gut symptoms.",NA,"Strongly Disagree",1
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas10","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am quick to notice changes in the location or extent of my gut symptoms.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas10","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am quick to notice changes in the location or extent of my gut symptoms.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas10","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am quick to notice changes in the location or extent of my gut symptoms.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas10","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am quick to notice changes in the location or extent of my gut symptoms.",NA,"Strongly Agree",5
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas11","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am aware of sudden or temporary changes in my gut.",NA,"Strongly Disagree",1
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas11","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am aware of sudden or temporary changes in my gut.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas11","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am aware of sudden or temporary changes in my gut.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas11","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am aware of sudden or temporary changes in my gut.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas11","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am aware of sudden or temporary changes in my gut.",NA,"Strongly Agree",5
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas12","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I notice my gut symptoms even if I am busy with another activity.",NA,"Strongly Disagree",1
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas12","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I notice my gut symptoms even if I am busy with another activity.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas12","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I notice my gut symptoms even if I am busy with another activity.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas12","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I notice my gut symptoms even if I am busy with another activity.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas12","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I notice my gut symptoms even if I am busy with another activity.",NA,"Strongly Agree",5
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas13","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I focus on gut sensations.",NA,"Strongly Disagree",1
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas13","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I focus on gut sensations.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas13","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I focus on gut sensations.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas13","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I focus on gut sensations.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas13","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I focus on gut sensations.",NA,"Strongly Agree",5
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas14","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am very sensitive to gut sensations.",NA,"Strongly Disagree",1
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas14","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am very sensitive to gut sensations.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas14","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am very sensitive to gut sensations.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas14","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am very sensitive to gut sensations.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas14","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I am very sensitive to gut sensations.",NA,"Strongly Agree",5
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas15","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I keep track of gut symptom levels.",NA,"Strongly Disagree",1
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas15","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I keep track of gut symptom levels.",NA,"Somewhat Disagree",2
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas15","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I keep track of gut symptom levels.",NA,"Neither Agree nor Disagree",3
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas15","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I keep track of gut symptom levels.",NA,"Somewhat Agree",4
"anxiety_gastro_symptoms","anxiety_gastro_symptoms_1","aehas15","Gastrointestinal Hypervigilance and Anxiety Scale (GIHAS) -- the Esophageal Hypervigilance and Anxiety Scale (EHAS; Taft et al., 2018) modified to refer to the gut, validated by Forney, Burton Murray, Brown, Guadagnoli, Pucci & Taft (Psychol Assess 2024;36:41-52, doi:10.1037/pas0001280). Item wording and response anchors taken from the SPSS variable and value labels of the study's own EHAS_CFA.sav at osf.io/gh624. Items aehas1-aehas9 form the anxiety subscale and aehas10-aehas15 the hypervigilance subscale (per the deposited CFA code).",NA,NA,"I keep track of gut symptom levels.",NA,"Strongly Agree",5
