source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_CC_T4-Post,https://zenodo.org/records/7489047,10.5281/zenodo.7489047,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,TEACHER-STUDENT-CR_Data_CC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
mendeley,Cognitive emotion regulation strategies in types of anxiety and depression,https://data.mendeley.com/datasets/r45ht8hrnb,10.17632/r45ht8hrnb,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",452057.0,1632.0,277.0,1.0,CERQ ADQ database raw publish.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,"The Role of Different Levels of Cognitive, Emotional, and Spiritual Development in Adults Psychological Well-being",https://data.mendeley.com/datasets/nr9388gbzf,10.17632/nr9388gbzf,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",168699.0,700.0,241.0,1.0,DATA.mellat.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Circadian rhythmicity in substance use disorder male patients with and without comorbid depression under ambulatory and therapeutic community treatment,https://zenodo.org/records/18682469,10.5281/zenodo.18682469,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",45630.0,248.0,184.0,1.0,Dataset.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Morningness-eveningness and personality characteristics of young healthy adults,https://zenodo.org/records/18682175,10.5281/zenodo.18682175,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",45630.0,248.0,184.0,1.0,Dataset.csv,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The relation between childhood experiences and manifestations of borderline personality disorder. The mediating role of dissociative experiences and the moderating role of invalidating environment,https://zenodo.org/records/13905612,10.5281/zenodo.13905612,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",52992.0,368.0,144.0,1.0,Database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Health anxiety and death anxiety. The role of cyberchondria and social aspirations,https://zenodo.org/records/13926078,10.5281/zenodo.13926078,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",57510.0,405.0,142.0,1.0,database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The relation between deviation from the balanced time perspective and quality of life among older people. The mediating role of death anxiety and the moderating role of awareness of aging,https://zenodo.org/records/13905610,10.5281/zenodo.13905610,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",52992.0,368.0,144.0,1.0,Database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Health literacy and asthma control,https://zenodo.org/records/14928790,10.5281/zenodo.14928790,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",39600.0,400.0,99.0,1.0,control data.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Dataset Questionnaire Driving Repeat Purchases and E-WOM: How Price, Reputation, Hedonic Appeal, and Social Interaction Shape Consumer Behavior in Indonesia's E-Commerce Smartphone Market",https://zenodo.org/records/14043754,10.5281/zenodo.14043754,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",4301.0,253.0,17.0,1.0,114_OpenData_ICCED_2024.csv,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Questionnaire data.,https://plos.figshare.com/articles/dataset/The_Adapted_Italian_Version_of_the_Baller_Identity_Measurement_Scale_to_Evaluate_the_Student-Athletes_Identity_in_Relation_to_Gender_Age_Type_of_Sport_and_Competition_Level/4521524,10.1371/journal.pone.0169278.s001,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*",4560.0,760.0,6.0,1.0,S1 Dataset.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Dataset Questionnaire Examining Digital Marketing Capabilities, Platform Engagement, Customer Orientation, and Product Innovation, Treating Entrepreneurial Orientation",https://zenodo.org/records/20389375,10.5281/zenodo.20389375,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",3400.0,170.0,20.0,1.0,Dataset_ICOSBE_2026.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Self-medication for anxiety symptoms in the context of COVID-19, in users who go to a drugstore in Los Olivos, Lima-2021",https://zenodo.org/records/7011528,10.5281/zenodo.7011528,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",12288.0,384.0,32.0,1.0,SPSS DATA 1 ENGLISH VERSION.sav,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,"Hygiene factors (HFs), motivator factors (MFs), learning motivation (LM), and learning engagement (LE) in undergraduate blended courses.",https://figshare.com/articles/dataset/Hygiene_factors_HFs_motivator_factors_MFs_learning_motivation_LM_and_learning_engagement_LE_in_undergraduate_blended_courses_/30416749,10.6084/m9.figshare.30416749.v1,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",38420.0,565.0,68.0,1.0,data-duyen.sav,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Business Strategy & Performance: Questionnaire and Data,https://figshare.com/articles/dataset/Business_Strategy_Performance_Questionnaire_and_Data/30815783,10.6084/m9.figshare.30815783.v1,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",11088.0,176.0,63.0,1.0,DATA.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
surf,The COMT Val158Met polymorphism does not modulate the after-effect of tDCS on working memory,https://doi.org/10.34894/5XKTSV,10.34894/5xktsv,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",5699.0,139.0,41.0,1.0,5 Processed N-back data.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Questionnaire Dataset,https://zenodo.org/records/15321115,10.5281/zenodo.15321115,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1005.0,201.0,5.0,1.0,Data Penelitian Food Vlogger.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
mendeley,Reliability Generalization of the Oxford COVID-19 Vaccine Hesitancy Scale: Dataset and R-Script,https://data.mendeley.com/datasets/cmp9p77nwc,10.17632/cmp9p77nwc,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Un",,,,,Figure 1-4.xlsx,6.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
mendeley,Data for: The structure of intuitive abilities and their relationships with intelligence and openness to experience,https://data.mendeley.com/datasets/ckywkc7c26,10.17632/ckywkc7c26,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Wide source file contains response-level column(s) ['date'] — cannot safely melt. ",,,,,data_structure_intuition_2017.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Additional file 1: of The validity and psychometric properties of the Japanese version of the Compulsive Internet Use Scale (CIUS),https://springernature.figshare.com/articles/dataset/Additional_file_1_of_The_validity_and_psychometric_properties_of_the_Japanese_version_of_the_Compulsive_Internet_Use_Scale_CIUS_/5052865,10.6084/m9.figshare.c.3791137_d1.v1,cc-by-+-cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', '日本語暫定版', 'Back Translation to English', 'Original English Version'] | license_unknown* — license 'cc-by-+-cc0' not recognised as open; verify before submission",,,,,12888_2017_1364_MOESM1_ESM.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication data for: Breastfeeding and Children's Early Cognitive Outcomes,https://doi.org/10.7910/DVN/MF6NZG,10.7910/dvn/mf6nzg,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Web Appendix Table 8. REStat paper, ""Breastfeeding and Children\'s Early Cognitive Outcomes""', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11']",,,,,bfpresvalrev.xlsx,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Validation of the 21 item Hungarian Depression, Anxiety, and Stress Scale",https://zenodo.org/records/22031833,10.5281/zenodo.22031833,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",51612.0,782.0,66.0,1.0,DASS21_HU_N782_Clean.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Table_2_Translation and psychometric validation of the Chinese version of the metacognitive awareness scale among nursing students.xls,https://frontiersin.figshare.com/articles/dataset/Table_2_Translation_and_psychometric_validation_of_the_Chinese_version_of_the_metacognitive_awareness_scale_among_nursing_students_xls/25838518,10.3389/fpsyg.2024.1354810.s002,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",19240.0,296.0,65.0,1.0,Table_2_Translation and psychometric validation of the Chinese version of the metacognitive awareness scale among nursing students.xls,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Psychological well-being and Happiness among refugee entrepreneurs in Uganda,https://zenodo.org/records/16395696,10.5281/zenodo.16395696,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",2140.0,214.0,10.0,1.0,Data sharing.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,The development and psychometric evaluation of the Chinese Big Five Personality Inventory-15,https://plos.figshare.com/articles/dataset/The_development_and_psychometric_evaluation_of_the_Chinese_Big_Five_Personality_Inventory-15/9737441,10.1371/journal.pone.0221621,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",569114.0,10738.0,53.0,1.0,pone.0221621.s001.xls,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Rejecting Non-Paternalist Motivation: An Experimental Test,https://doi.org/10.7910/DVN/VPLWKF,10.7910/dvn/vplwkf,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",3360.0,672.0,5.0,1.0,01-data-spectators.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Dynamic Indicators of Basic Early Literacy Skills, Child, ALL GRADES, Early Education in Rural North Carolina",https://doi.org/10.15139/S3/XAW1ZE,10.15139/s3/xaw1ze,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*",32736.0,4092.0,8.0,1.0,dbls_14b.csv,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
datacite,Data set on Impact of COVID-19 on Mental Health of Internal Migrant Workers in India: Corona Virus Anxiety Scale (CAS) Approach,https://data.mendeley.com/datasets/fkgf3fwnpz,10.17632/fkgf3fwnpz,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_direction*, imputed_values*",14848.0,1350.0,11.0,0.9999,Master Table Migrant with Code.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Mental health status of Women in Reproductive age group and its determinants in Rural Odisha, India using GHQ 12 questionnaire",https://doi.org/10.7910/DVN/VJEEIE,10.7910/dvn/vjeeie,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_direction*, imputed_values*, composite_items*",16378.0,1260.0,13.0,0.9999,GHQ.xlsx,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
surf,Study delay during emergency remote teaching among students at Dutch universities: The role of education satisfaction and academic wellbeing,https://doi.org/10.34894/8HOMVS,10.34894/8homvs,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",38758.0,680.0,57.0,0.9999,study_delay_during_ERT_dataset_N=680.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Dataset of wellbeing assessment before, during and after COVID‑19",https://doi.org/10.7910/DVN/VIDGON,10.7910/dvn/vidgon,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",38408.0,1746.0,22.0,0.9999,Happiness_COVID_Database.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Validation of the Thai version of the World Health Organization’s Quality of Life Scale (WHOQOL-BREF-THAI) among Thai Nursing Students in Northeast Thailand: A multi-canter study,https://figshare.com/articles/dataset/Validation_of_the_Thai_version_of_the_World_Health_Organization_s_Quality_of_Life_Scale_WHOQOL-BREF-THAI_among_Thai_Nursing_Students_in_Northeast_Thailand_A_multi-canter_study/28136420,10.6084/m9.figshare.28136420.v2,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",128401.0,3569.0,36.0,0.9994,DATA.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Replication Data for: Preißinger, Maria and Schoen, Harald (2018): Entity and incremental theory of personality: Revisiting the validity of indicators. Personality and Individual Differences 130: 21-25.",https://doi.org/10.7910/DVN/BQPP7Z,10.7910/dvn/bqpp7z,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",94566.0,648.0,146.0,0.9996,D-P17-5686+Uni+Mannheim+Laientheorie+Welle+2+DE_Finale+Daten_2.dta,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Study questionnaire and scare.,https://plos.figshare.com/articles/dataset/Study_questionnaire_and_scare_/29058888,10.1371/journal.pone.0323324.s001,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",5330.0,205.0,26.0,1.0,pone.0323324.s001.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Psychological capital and psychological wellbeing of refugee entrepreneurs,https://zenodo.org/records/14601464,10.5281/zenodo.14601464,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",2568.0,214.0,12.0,1.0,Data for analysis - Entrepreneurs - shared.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The impact of small-scale green infrastructure on the affective wellbeing associated with urban sites,https://zenodo.org/records/7457585,10.5281/zenodo.7457585,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",937846.0,62739.0,15.0,0.9966,Data Panas_NSR.xls,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The Cross-cultural Validation and Psychometric Properties for the Mental Fatigue Scale (MFS) in Turkish Athletes,https://zenodo.org/records/17761951,10.5281/zenodo.17761951,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",4080.0,204.0,20.0,1.0,MF_ZENODO.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Dataset for the ""Psychometric Evaluation of A Creative Thinking Performance Test for Science Education""",https://zenodo.org/records/18763222,10.5281/zenodo.18763222,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: id_na, resp_direction*, imputed_values*",1665.0,139.0,12.0,0.9982,dataset_Psychometric Evaluation of A Creative Thinking Performance Test for Science Education.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Social Skills and Psychological Wellbeing,https://zenodo.org/records/20234590,10.5281/zenodo.20234590,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",10332.0,576.0,18.0,0.9965,Data analyzed-share.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Mindfulness, Psychological Capital, Soft Skills, and Refugees' Psychological Wellbeing",https://zenodo.org/records/14206369,10.5281/zenodo.14206369,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",10332.0,576.0,18.0,0.9965,Data analyzed-share.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Questionnaire data.,https://plos.figshare.com/articles/dataset/Questionnaire_data_/18731749,10.1371/journal.pone.0262786.s002,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",11858.0,154.0,77.0,1.0,pone.0262786.s002.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Inverted Social Reward: Associations between Psychopathic Traits and Self-Report and Experimental Measures of Social Reward,https://plos.figshare.com/articles/dataset/_Inverted_Social_Reward_Associations_between_Psychopathic_Traits_and_Self_Report_and_Experimental_Measures_of_Social_Reward_/1152847,10.1371/journal.pone.0106000,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",2526.0,110.0,23.0,0.9984,Dataset S1.SAV,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Psychometric Properties of the Burnout Assessment Tool among Physicians,https://doi.org/10.7910/DVN/RODGFE,10.7910/dvn/rodgfe,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",40577.0,419.0,97.0,0.9984,Physicians BAT.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Scarlet Cosmetics Questionnaire,https://zenodo.org/records/15382756,10.5281/zenodo.15382756,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale*",24882.0,231.0,108.0,0.9974,Data Quesioner Scarlet.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,Data_Sheet_1_Factor Structure and Measurement Invariance of Youth Psychopathic Traits Inventory-Child Version in Chinese Children.xlsx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Factor_Structure_and_Measurement_Invariance_of_Youth_Psychopathic_Traits_Inventory-Child_Version_in_Chinese_Children_xlsx/11283215,10.3389/fpsyg.2019.02550.s001,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_direction*, imputed_values*, multi_scale*",25984.0,299.0,87.0,0.9989,Data_Sheet_1_Factor Structure and Measurement Invariance of Youth Psychopathic Traits Inventory-Child Version in Chinese Children.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Artificial Intelligence (AI), in the Breast Cancer Screening Programme Questionnaire and Data",https://zenodo.org/records/3866196,10.5281/zenodo.3866196,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",13991.0,250.0,56.0,0.9994,"Revised_Map Bachelor Thesis Survey_May 30, 2020_07.02.xlsx",0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for Democracy at Work: Moving Beyond Elections to Improve Wellbeing,https://doi.org/10.7910/DVN/KDSF60,10.7910/dvn/kdsf60,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",2440938.0,63548.0,39.0,0.9849,APSR Data (Democracy at Work).dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Adverse childhood events and clinical manifestation of anxiety symptoms in Greek adolescents during COVID-19 pandemic,https://zenodo.org/records/8289606,10.5281/zenodo.8289606,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",25521.0,248.0,103.0,0.9991,ACECMAS_DataBase.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The relation between death anxiety and quality of life in cancer patients. The role of fear of disease progression and illness acceptance,https://zenodo.org/records/15866362,10.5281/zenodo.15866362,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",18613.0,207.0,90.0,0.9991,Database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,"Six-year positive effects of a mindfulness-based intervention on mindfulness, coping and well-being in medical and psychology students; Results from a randomized controlled trial",https://plos.figshare.com/articles/dataset/Six-year_positive_effects_of_a_mindfulness-based_intervention_on_mindfulness_coping_and_well-being_in_medical_and_psychology_students_Results_from_a_randomized_controlled_trial/6178721,10.1371/journal.pone.0196053,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",3976.0,288.0,14.0,0.9861,S1 Dataset.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
scholars_portal,"Projet ""Consommation de cannabis à des fins non médicales, santé mentale et cyberdépendance au Québec"" -  Données questionnaire quantitatif (Phase 1)",https://doi.org/10.5683/SP4/QCQ166,10.5683/sp4/qcq166,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",473500.0,1502.0,320.0,0.9851,ANONYMISÉ_Base de données_UDS_Cyberdépendance & Cannabis_2024-05-28.tab,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Replication Data for ""Serious Subjects:  A Test of the Seriousness Technique to Increase Participant Motivation in Political Science Experiments"" Research & Politics",https://doi.org/10.7910/DVN/QUJY64,10.7910/dvn/qujy64,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",3883.0,246.0,16.0,0.9865,serioussubjects.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Pre-consultation information about one’s physician can affect trust and treatment outcome expectations,https://doi.org/10.17026/DANS-ZP9-WWM7,10.17026/dans-zp9-wwm7,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",15168.0,237.0,64.0,1.0,data_analyses-1.tab,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,The Mediating Role of Self Compassion and Cognitive-Behavioral Avoidance in the Relationship Between Childhood Emotional Neglect and Psychological Symptoms,https://figshare.com/articles/dataset/The_Mediating_Role_of_Self_Compassion_and_Cognitive-Behavioral_Avoidance_in_the_Relationship_Between_Childhood_Emotional_Neglect_and_Psychological_Symptoms/26056165,10.6084/m9.figshare.26056165.v1,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",7150.0,550.0,13.0,1.0,Article Datasett Upload (1).sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Health-related quality of life and musculoskeletal pain in health sciences university students,https://zenodo.org/records/7782495,10.5281/zenodo.7782495,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",46305.0,338.0,137.0,1.0,Database_HRQoL and MSP in health sciences university students.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The relation between death anxiety and quality of life in cancer patients. The moderating role of meaning in life,https://zenodo.org/records/18965012,10.5281/zenodo.18965012,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",24728.0,281.0,88.0,1.0,Database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Death anxiety and quality of life in cancer patients,https://zenodo.org/records/21690976,10.5281/zenodo.21690976,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",24728.0,281.0,88.0,1.0,Database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
