"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"mgkt","mgkt_1","Q9","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these were ever colonies of France?","Senegal;Ivory Coast;Quebec;Morocco;Vietnam",NA,1
"mgkt","mgkt_1","Q9","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these were ever colonies of France?","Senegal;Ivory Coast;Quebec;Morocco;Vietnam",NA,2
"mgkt","mgkt_1","Q9","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these were ever colonies of France?","Senegal;Ivory Coast;Quebec;Morocco;Vietnam",NA,3
"mgkt","mgkt_1","Q9","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these were ever colonies of France?","Senegal;Ivory Coast;Quebec;Morocco;Vietnam",NA,4
"mgkt","mgkt_1","Q9","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these were ever colonies of France?","Senegal;Ivory Coast;Quebec;Morocco;Vietnam",NA,5
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,-4
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,-3
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,-2
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,-1
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,0
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,1
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,2
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,3
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,4
"mgkt","mgkt_1","Q10","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries still have a monarchy (may only be ceremonial)?","United Kingdom;Japan;Sweden;Thailand;Saudi Arabia",NA,5
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,-5
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,-3
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,-2
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,-1
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,0
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,1
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,2
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,3
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,4
"mgkt","mgkt_1","Q11","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries produce a lot of oil?","Saudi Arabia;Venezuela;Nigeria;Norway;Quatar",NA,5
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,-3
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,-2
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,-1
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,0
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,1
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,2
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,3
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,4
"mgkt","mgkt_1","Q12","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries possess nuclear weapons?","Russia;France;Israel;China;Pakistan",NA,5
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,-3
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,-2
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,-1
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,0
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,1
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,2
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,3
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,4
"mgkt","mgkt_1","Q13","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these file types are video?",".mp4;.mkv;.avi;.wmv;.mov",NA,5
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,-2
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,-1
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,0
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,1
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,2
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,3
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,4
"mgkt","mgkt_1","Q14","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are web browsers?","Internet Explorer;Firefox;Safari;Opera;Chrome",NA,5
