"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","item_text_translated","option_text_translated"
"sv-maia2_randelovic_2021_erq","main","ERQ_5","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"5. Kada sam suočen/a sa stresnom situacijom, trudim se da o njoj razmišljam na način koji će mi pomoći da ostanem smiren/a",NA,"uopšte se ne slažem",1,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","5. When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm","strongly disagree"
"sv-maia2_randelovic_2021_erq","main","ERQ_5","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"5. Kada sam suočen/a sa stresnom situacijom, trudim se da o njoj razmišljam na način koji će mi pomoći da ostanem smiren/a",NA,NA,2,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","5. When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_5","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"5. Kada sam suočen/a sa stresnom situacijom, trudim se da o njoj razmišljam na način koji će mi pomoći da ostanem smiren/a",NA,"neutralan/na sam",3,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","5. When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm","neutral"
"sv-maia2_randelovic_2021_erq","main","ERQ_5","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"5. Kada sam suočen/a sa stresnom situacijom, trudim se da o njoj razmišljam na način koji će mi pomoći da ostanem smiren/a",NA,NA,4,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","5. When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_5","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"5. Kada sam suočen/a sa stresnom situacijom, trudim se da o njoj razmišljam na način koji će mi pomoći da ostanem smiren/a",NA,"potpunosti se slažem",5,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","5. When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm","strongly agree"
"sv-maia2_randelovic_2021_erq","main","ERQ_6","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"6. Kontrolišem svoje emocije tako što ih ne ispoljavam",NA,"uopšte se ne slažem",1,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","6. I control my emotions by not expressing them","strongly disagree"
"sv-maia2_randelovic_2021_erq","main","ERQ_6","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"6. Kontrolišem svoje emocije tako što ih ne ispoljavam",NA,NA,2,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","6. I control my emotions by not expressing them",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_6","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"6. Kontrolišem svoje emocije tako što ih ne ispoljavam",NA,"neutralan/na sam",3,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","6. I control my emotions by not expressing them","neutral"
"sv-maia2_randelovic_2021_erq","main","ERQ_6","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"6. Kontrolišem svoje emocije tako što ih ne ispoljavam",NA,NA,4,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","6. I control my emotions by not expressing them",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_6","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"6. Kontrolišem svoje emocije tako što ih ne ispoljavam",NA,"potpunosti se slažem",5,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","6. I control my emotions by not expressing them","strongly agree"
"sv-maia2_randelovic_2021_erq","main","ERQ_7","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"7. Kada želim da se osećam pozitivnije, menjam način razmišljanja o datoj situaciji",NA,"uopšte se ne slažem",1,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","7. When I want to feel more positive emotion, I change the way I’m thinking about the situation","strongly disagree"
"sv-maia2_randelovic_2021_erq","main","ERQ_7","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"7. Kada želim da se osećam pozitivnije, menjam način razmišljanja o datoj situaciji",NA,NA,2,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","7. When I want to feel more positive emotion, I change the way I’m thinking about the situation",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_7","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"7. Kada želim da se osećam pozitivnije, menjam način razmišljanja o datoj situaciji",NA,"neutralan/na sam",3,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","7. When I want to feel more positive emotion, I change the way I’m thinking about the situation","neutral"
"sv-maia2_randelovic_2021_erq","main","ERQ_7","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"7. Kada želim da se osećam pozitivnije, menjam način razmišljanja o datoj situaciji",NA,NA,4,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","7. When I want to feel more positive emotion, I change the way I’m thinking about the situation",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_7","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"7. Kada želim da se osećam pozitivnije, menjam način razmišljanja o datoj situaciji",NA,"potpunosti se slažem",5,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","7. When I want to feel more positive emotion, I change the way I’m thinking about the situation","strongly agree"
"sv-maia2_randelovic_2021_erq","main","ERQ_8","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"8. Kontrolišem svoje emocije tako što promenim način na koji mislim o situaciji u kojoj sam",NA,"uopšte se ne slažem",1,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","8. I control my emotions by changing the way I think about the situation I’m in","strongly disagree"
"sv-maia2_randelovic_2021_erq","main","ERQ_8","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"8. Kontrolišem svoje emocije tako što promenim način na koji mislim o situaciji u kojoj sam",NA,NA,2,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","8. I control my emotions by changing the way I think about the situation I’m in",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_8","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"8. Kontrolišem svoje emocije tako što promenim način na koji mislim o situaciji u kojoj sam",NA,"neutralan/na sam",3,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","8. I control my emotions by changing the way I think about the situation I’m in","neutral"
"sv-maia2_randelovic_2021_erq","main","ERQ_8","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"8. Kontrolišem svoje emocije tako što promenim način na koji mislim o situaciji u kojoj sam",NA,NA,4,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","8. I control my emotions by changing the way I think about the situation I’m in",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_8","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"8. Kontrolišem svoje emocije tako što promenim način na koji mislim o situaciji u kojoj sam",NA,"potpunosti se slažem",5,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","8. I control my emotions by changing the way I think about the situation I’m in","strongly agree"
"sv-maia2_randelovic_2021_erq","main","ERQ_9","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"9. Kada osećam negativne emocije, postaram se da ih ne ispoljim",NA,"uopšte se ne slažem",1,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","9. When I am feeling negative emotions, I make sure not to express them","strongly disagree"
"sv-maia2_randelovic_2021_erq","main","ERQ_9","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"9. Kada osećam negativne emocije, postaram se da ih ne ispoljim",NA,NA,2,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","9. When I am feeling negative emotions, I make sure not to express them",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_9","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"9. Kada osećam negativne emocije, postaram se da ih ne ispoljim",NA,"neutralan/na sam",3,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","9. When I am feeling negative emotions, I make sure not to express them","neutral"
"sv-maia2_randelovic_2021_erq","main","ERQ_9","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"9. Kada osećam negativne emocije, postaram se da ih ne ispoljim",NA,NA,4,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","9. When I am feeling negative emotions, I make sure not to express them",NA
"sv-maia2_randelovic_2021_erq","main","ERQ_9","Emotion Regulation Questionnaire","Želimo da vam postavimo neka pitanja o vašem emotivnom životu, konkretno o tome kako kontrolišete svoje emocije (to jest, regulišete ih i upravljate njima). Pitanja u nastavku uključuju dva odvojena aspekta vešeg emotivnog života. Jedan je vaše emotivno iskustvo, odnosno kako se vi osećate “iznutra”. Drugi je vaša emotivna izražajnost, odnosno kako pokazujete svoje emocije kada pričate, gestikulirate i ponašate se na različite načine. Iako vam neka od narednih pitanja mogu delovati slično jedna drugim, ona se razlikuju na važne načine. Za svaki ajtem, odgovorite koristeći sledeću skalu:",NA,"9. Kada osećam negativne emocije, postaram se da ih ne ispoljim",NA,"potpunosti se slažem",5,"We would like to ask you some questions about your emotional life, in particular, how you control (that is, regulate and manage) your emotions. The questions below involve two distinct aspects of your emotional life. One is your emotional experience, or what you feel like inside. The other is your emotional expression, or how you show your emotions in the way you talk, gesture, or behave. Although some of the following questions may seem similar to one another, they differ in important ways. For each item, please answer using the following scale:","9. When I am feeling negative emotions, I make sure not to express them","strongly agree"
